duration,protocol_type, Timestamp,source ip,source_host,destination ip,destination_host,flow bytes/s,flow byte mb,class,severity,flow packets,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,data
0,tcp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,579200000,579.20 MB,normal,,400000,http,SF,364,1579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,1,0,0.14,102,221,1,0,0.01,0.02,0,0,0,0,21
0,udp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,2454000000,2454.00 MB,satan,,2000000,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0.05,0.68,0,255,1,0,0.69,0.98,0,0,0,0.02,0,17
0,tcp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,1472000000,1472.00 MB,normal,,1000000,http,SF,215,5559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,106,255,1,0,0.01,0.04,0,0,0,0,21
0,tcp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,2944000000,2944.00 MB,warezmaster,,2000000,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,1,0,1,0.29,0,0,0,0,17
0,tcp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,2944000000,2944.00 MB,normal,,2000000,http,SF,317,4336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,67,0,0,0,0,1,0,0.04,41,255,1,0,0.02,0.03,0,0,0,0,21
0,udp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,2944000000,2944.00 MB,normal,,2000000,domain_u,SF,42,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,216,0,0,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,0,0,18
0,tcp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,2944000000,2944.00 MB,normal,,2000000,http,SF,218,628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,64,255,1,0,0.02,0.04,0,0,0,0,21
0,tcp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,2944000000,2944.00 MB,back,,2000000,http,RSTR,53816,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.67,0.67,1,0,0,255,255,1,0,0,0,0.01,0.01,0.05,0.05,11
0,udp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,1472000000,1472.00 MB,normal,,1000000,domain_u,SF,45,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,183,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,18
0,tcp,12/1/2018 11:06,13.59.126.31,Hacker 98,172.31.69.25,DNS Server,1472000000,1472.00 MB,back,,1000000,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0.04,0.04,16
0,tcp,12/1/2018 10:51,13.95.166.17,Hacker 99,172.31.66.14,Smart Phone 17,2339430.03,2.34 MB,normal,Medium,5316.886431,http,SF,277,1816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,1,0,0.11,36,255,1,0,0.03,0.02,0,0,0,0,21
1,tcp,12/1/2018 10:53,13.95.166.17,Hacker 99,172.31.67.35,Smart Phone 17,3387090.566,3.39 MB,normal,Critical,7697.933105,smtp,SF,4734,431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,16,0.06,0.06,0,0,0,0,0.93,0,16
0,tcp,12/1/2018 10:54,13.95.166.17,Hacker 99,172.31.66.82,Smart Phone 69,1640811.456,1.64 MB,mscan,High,3729.116945,pop_3,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,1,0.91,0.33,1,1,255,14,0.05,0.03,0,0,0.01,0.07,0.19,0.93,15
1,tcp,12/1/2018 10:58,13.95.166.17,Hacker 99,172.31.66.14,Smart Phone 69,3231967.093,3.23 MB,normal,Critical,7345.379756,smtp,SF,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,21
0,tcp,12/1/2018 10:59,13.95.166.17,Hacker 99,172.31.67.35,Smart Phone 106,2577621.558,2.58 MB,nmap,,5858.230814,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,197,1,0.01,1,1,0,1,1,0,0,18
0,icmp,12/1/2018 11:00,13.95.166.17,Hacker 99,172.31.66.82,Smart Phone 106,2787456.446,2.79 MB,smurf,,6335.128286,ecr_i,SF,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
0,tcp,12/1/2018 10:56,130.211.18.204,Hacker 100,172.31.67.48,Smart Phone 112,345456.6866,345.46 KB,guess_passwd,High,788.093448,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,237,0.93,0.02,0,0,0,0,0.02,0.03,15
0,tcp,12/1/2018 11:05,130.211.18.204,Hacker 100,172.31.67.48,Smart Phone 113,0,0.00  B,normal,,28037.38318,http,SF,216,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,21
0,udp,12/1/2018 10:55,131.202.1.62,Hacker 101,172.31.67.4,Smart Phone 108,4655838.315,4.66 MB,normal,Critical,10581.45072,private,SF,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.95,0,0,0,0,0,17
0,tcp,12/1/2018 11:02,131.202.1.62,Hacker 101,172.31.67.4,Smart Phone 108,2479777.218,2.48 MB,normal,,5635.857313,http,SF,317,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
0,udp,12/1/2018 10:52,134.249.159.25,Hacker 102,172.31.65.30,Application Server,7521367.521,7.52 MB,normal,Critical,17094.01709,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0.43,255,250,0.98,0.01,0.01,0,0,0,0,0,21
0,tcp,12/1/2018 10:59,134.249.159.25,Hacker 102,172.31.65.30,Application Server,2944000000,2944.00 MB,warezmaster,Medium,2000000,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,17,1,0,1,0.18,0,0,0,0,14
0,tcp,12/1/2018 10:55,134.255.247.252,Hacker 103,172.31.66.50,Smart Phone 31,4744191.062,4.74 MB,neptune,Critical,10782.25241,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,9,0.78,1,0.22,0,0.03,0.06,0,255,9,0.04,0.06,0,0,0.79,1,0.2,0,21
0,udp,12/1/2018 11:03,134.255.247.252,Hacker 103,172.31.66.50,Smart Phone 31,2511462.935,2.51 MB,normal,,5739.528585,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,91,90,0.99,0.02,0.01,0,0,0,0,0,20
0,tcp,12/1/2018 10:54,138.201.182.18,Hacker 104,172.31.67.18,Database Server 3,3149719.031,3.15 MB,apache2,Low,7158.452343,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,1,1,0,0,1,0,0,255,255,1,0,0,0,0.39,0.39,0.6,0.6,16
0,tcp,12/1/2018 10:55,138.201.182.18,Hacker 104,172.31.68.30,Database Server 3,31000000,31.00 MB,guess_passwd,Critical,2000000,telnet,SF,122,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,42,0.16,0.02,0,0,0,0,0.01,0.05,11
0,tcp,12/1/2018 10:55,138.201.182.18,Hacker 104,172.31.64.125,Smart Phone 54,5586237.542,5.59 MB,normal,Critical,12695.99441,http,SF,243,2211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
0,tcp,12/1/2018 10:56,138.201.182.18,Hacker 104,172.31.66.89,Smart Phone 54,1775824.998,1.78 MB,guess_passwd,High,4066.560718,telnet,SF,122,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,172,0.67,0.02,0,0,0,0,0.02,0.03,15
0,tcp,12/1/2018 10:58,138.201.182.18,Hacker 104,172.31.67.53,Smart Phone 74,2697050.552,2.70 MB,neptune,Low,6129.660345,telnet,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0,0,1,1,0.23,0.08,0,255,52,0.2,0.1,0.01,0,0,0,1,1,18
0,tcp,12/1/2018 10:58,138.201.182.18,Hacker 104,172.31.66.55,Smart Phone 74,1472000000,1472.00 MB,neptune,Medium,1000000,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,17,1,1,0,0,0.08,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,19
0,udp,12/1/2018 11:00,138.201.182.18,Hacker 104,172.31.67.18,Smart Phone 97,1472000000,1472.00 MB,snmpguess,,1000000,private,SF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,17
0,tcp,12/1/2018 11:02,138.201.182.18,Hacker 104,172.31.68.30,Smart Phone 97,399217.8958,399.22 KB,normal,,907.3133997,http,SF,289,506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0.25,120,255,1,0,0.01,0.04,0,0,0,0,21
0,tcp,12/1/2018 11:03,138.201.182.18,Hacker 104,172.31.64.125,Smart Phone 114,368248.6013,368.25 KB,neptune,,836.9286393,vmnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 11:04,138.201.182.18,Hacker 104,172.31.66.89,Smart Phone 114,2612480.66,2.61 MB,normal,,5982.465188,http,SF,298,11937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,255,1,0,0.05,0.06,0,0,0,0,21
0,tcp,12/1/2018 11:06,138.201.182.18,Hacker 104,172.31.67.53,Smart Phone 140,2896000000,2896.00 MB,neptune,,2000000,link,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1,0,0,1,1,0,0.07,0,255,1,0,0.08,0,0,0,0,1,1,18
0,tcp,12/1/2018 11:06,138.201.182.18,Hacker 104,172.31.66.55,Smart Phone 140,Infinity,Infinity,neptune,,Infinity,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,14,0.82,0.71,0.18,0.29,0.05,0.06,0,255,14,0.05,0.06,0,0,0.82,0.71,0.18,0.29,21
0,tcp,12/1/2018 10:55,138.97.72.165,Hacker 105,172.31.65.33,Fax Server,3348681.457,3.35 MB,normal,Medium,7610.639674,smtp,SF,779,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,150,148,0.76,0.04,0.01,0.01,0,0,0,0,21
0,udp,12/1/2018 11:02,138.97.72.165,Hacker 105,172.31.65.33,Fax Server,3872046.465,3.87 MB,normal,,8800.105601,private,SF,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,185,0,0,0,0,1,0,0,255,255,1,0,0.91,0,0,0,0,0,16
0,tcp,12/1/2018 10:58,139.60.160.164,Hacker 106,172.31.69.15,Smart Phone 145,0,0.00  B,neptune,Low,0.664617061,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,1,0,0,1,1,0,0.07,0,255,1,0,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 11:06,139.60.160.164,Hacker 106,172.31.69.15,Smart Phone 145,Infinity,Infinity,neptune,,Infinity,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,1,1,0,0,0.05,0.06,0,255,6,0.02,0.06,0,0,1,1,0,0,21
0,udp,12/1/2018 10:55,139.60.161.72,Hacker 107,172.31.64.47,Desktop 23,1057666.883,1.06 MB,snmpguess,Low,2403.78837,private,SF,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,15
0,tcp,12/1/2018 11:01,139.60.161.72,Hacker 107,172.31.64.47,Desktop 23,2892263.196,2.89 MB,normal,,6573.325445,http,SF,204,1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
0,tcp,12/1/2018 10:55,14.142.181.2,Hacker 108,172.31.66.70,Smart Phone 59,372102.805,372.10 KB,normal,Medium,849.9899228,http,SF,266,98836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,13,251,1,0,0.08,0.02,0,0,0,0,21
0,tcp,12/1/2018 11:03,14.142.181.2,Hacker 108,172.31.66.70,Smart Phone 59,2660291.003,2.66 MB,neptune,,6079.650249,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,15,1,1,0,0,0.06,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,21
0,tcp,12/1/2018 10:58,14.161.43.181,Hacker 109,172.31.65.70,Printer 9,2445723.254,2.45 MB,neptune,Low,5558.461941,uucp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,9,0,0,1,1,0.07,0.07,0,255,9,0.04,0.06,0,0,0,0,1,1,20
0,tcp,12/1/2018 11:06,14.161.43.181,Hacker 109,172.31.65.70,Printer 9,62638297.87,62.64 MB,neptune,,42553.19149,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,8,0,0,1,1,0.04,0.07,0,255,8,0.03,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:51,14.190.193.215,Hacker 110,172.31.66.118,Smart Phone 10,1046784.113,1.05 MB,normal,Low,2379.054802,http,SF,238,780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,1,0,0.11,18,98,1,0,0.06,0.07,0,0,0,0,21
0,tcp,12/1/2018 10:58,14.190.193.215,Hacker 110,172.31.66.118,Smart Phone 10,1472000000,1472.00 MB,neptune,Critical,1000000,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,8,0,0,1,1,0.03,0.07,0,118,8,0.07,0.1,0.01,0,0,0,1,1,18
0,tcp,12/1/2018 10:51,141.105.71.81,Hacker 111,172.31.64.93,FTP Server 3,440000000,440.00 MB,normal,Critical,1000000,http,SF,341,2315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,32,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,21
0,tcp,12/1/2018 10:52,141.105.71.81,Hacker 111,172.31.67.37,FTP Server 3,1475470.306,1.48 MB,guess_passwd,High,3353.341605,telnet,SF,123,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,49,0.19,0.02,0,0,0,0,0.01,0.04,11
0,icmp,12/1/2018 10:54,141.105.71.81,Hacker 111,172.31.66.51,Desktop 28,2850848.775,2.85 MB,smurf,High,6479.201762,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,508,0,0,0,0,1,0,0,145,144,0.99,0.01,0.99,0,0,0,0,0,18
0,tcp,12/1/2018 10:54,141.105.71.81,Hacker 111,172.31.65.71,Desktop 28,3821932.682,3.82 MB,normal,Critical,8686.210641,http,SF,276,921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,1,0,0,168,255,1,0,0.01,0.02,0,0,0,0,21
0,tcp,12/1/2018 10:54,141.105.71.81,Hacker 111,172.31.64.93,Phone 7,2944226.973,2.94 MB,neptune,Critical,6691.424939,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,0,0,1,1,0.03,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:55,141.105.71.81,Hacker 111,172.31.68.10,Phone 7,1299679.511,1.30 MB,normal,Medium,2953.81707,http,SF,223,925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0,0,1,0,0,185,255,1,0,0.01,0.02,0.01,0,0,0,18
1,tcp,12/1/2018 10:55,141.105.71.81,Hacker 111,172.31.65.34,Desktop 33,3401229.081,3.40 MB,mailbomb,Critical,7730.066092,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,178,0.7,0.13,0,0,0,0,0.29,0,11
0,tcp,12/1/2018 10:55,141.105.71.81,Hacker 111,172.31.64.84,Desktop 33,4618695.219,4.62 MB,neptune,Critical,10497.03459,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,13,1,1,0,0,0.1,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,21
0,udp,12/1/2018 10:56,141.105.71.81,Hacker 111,172.31.65.13,Desktop 33,392000000,392.00 MB,normal,Critical,1000000,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,214,0,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,18
0,tcp,12/1/2018 10:56,141.105.71.81,Hacker 111,172.31.65.29,Desktop 33,14018.4657,14.02 KB,neptune,Medium,193.3581476,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:57,141.105.71.81,Hacker 111,172.31.68.10,Laptop 15,1472000000,1472.00 MB,normal,Critical,1000000,http,SF,320,2647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,0,66,231,1,0,0.02,0.04,0,0,0,0,21
0,tcp,12/1/2018 10:57,141.105.71.81,Hacker 111,172.31.64.24,Laptop 15,2781314.955,2.78 MB,neptune,Critical,6345.038836,auth,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,13,0,0,1,1,0.05,0.07,0,255,13,0.05,0.07,0,0,0,0,1,1,19
0,tcp,12/1/2018 10:57,141.105.71.81,Hacker 111,172.31.65.37,Laptop 23,1095039.928,1.10 MB,neptune,Critical,2502.530649,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,0,0,1,1,0.04,0.07,0,255,4,0.02,0.06,0,0,0,0,1,1,19
0,tcp,12/1/2018 10:57,141.105.71.81,Hacker 111,172.31.69.24,Laptop 23,2220866.243,2.22 MB,normal,High,5075.418437,http,SF,217,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,86,255,1,0,0.01,0.01,0,0,0,0,21
0,tcp,12/1/2018 10:57,141.105.71.81,Hacker 111,172.31.64.57,Telnet Server,1497653.47,1.50 MB,back,High,3403.757886,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,255,255,1,0,0,0,0,0,0.07,0.07,16
0,tcp,12/1/2018 10:58,141.105.71.81,Hacker 111,172.31.67.6,Telnet Server,981333333.3,981.33 MB,normal,Low,666666.6667,ftp_data,SF,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,255,35,0.14,0.02,0.14,0,0.67,0,0.02,0,14
0,tcp,12/1/2018 10:58,141.105.71.81,Hacker 111,172.31.67.37,Client Server 2,1472000000,1472.00 MB,neptune,Critical,1000000,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,5,0,0,1,1,0.02,0.07,0,255,2,0.01,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 10:58,141.105.71.81,Hacker 111,172.31.64.93,Client Server 2,605274.5352,605.27 KB,satan,Low,432.3389537,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.14,0,0.86,1,0,1,0,255,1,0,0.92,0,0,0.11,0,0.89,1,18
0,tcp,12/1/2018 10:59,141.105.71.81,Hacker 111,172.31.67.37,Printer 10,2835883.939,2.84 MB,neptune,Low,6498.359164,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,20,0,0,1,1,0.09,0.07,0,255,20,0.08,0.07,0,0,0,0,1,1,21
0,tcp,12/1/2018 11:00,141.105.71.81,Hacker 111,172.31.66.51,Printer 10,981333333.3,981.33 MB,normal,,666666.6667,http,SF,259,585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,56,0.22,0.02,0,0,0,0,0,0,21
0,tcp,12/1/2018 11:00,141.105.71.81,Hacker 111,172.31.65.71,Smart Phone 52,2582690.107,2.58 MB,normal,,5869.750242,http,SF,322,3917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,106,255,1,0,0.01,0.01,0,0,0,0,21
1,tcp,12/1/2018 11:00,141.105.71.81,Hacker 111,172.31.64.93,Smart Phone 52,910666666.7,910.67 MB,mscan,,666666.6667,telnet,SF,24,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.5,0,0,1,0,1,255,56,0.22,0.02,0,0,0,0.02,0.59,0.71,10
0,tcp,12/1/2018 11:01,141.105.71.81,Hacker 111,172.31.68.10,Smart Phone 107,214619.6164,214.62 KB,neptune,,492.0662518,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,1,1,0,0,0.05,0.07,0,255,10,0.04,0.07,0,0,1,1,0,0,21
0,tcp,12/1/2018 11:02,141.105.71.81,Hacker 111,172.31.65.34,Smart Phone 107,1472000000,1472.00 MB,mscan,,1000000,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,1,0.5,1,1,58,60,0.28,0.09,0.02,0.03,0.03,0.02,0.88,0.97,13
0,tcp,12/1/2018 11:02,141.105.71.81,Hacker 111,172.31.64.84,Smart Phone 107,981333333.3,981.33 MB,neptune,,666666.6667,http_443,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,16,0,0,1,1,0.12,0.06,0,255,16,0.06,0.06,0,0,0,0,1,1,18
0,tcp,12/1/2018 11:05,141.105.71.81,Hacker 111,172.31.65.13,Smart Phone 107,328315.332,328.32 KB,apache2,,746.171209,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,1,1,0,0,1,0,0,255,255,1,0,0,0,0.33,0.33,0.66,0.66,16
0,tcp,12/1/2018 11:05,141.105.71.81,Hacker 111,172.31.65.29,Smart Phone 116,2537631.928,2.54 MB,normal,,5767.345291,http,SF,192,10121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,45,255,1,0,0.02,0.01,0,0,0,0,21
1,tcp,12/1/2018 11:06,141.105.71.81,Hacker 111,172.31.68.10,Smart Phone 116,2944000000,2944.00 MB,mailbomb,,2000000,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,126,0.49,0.15,0,0,0,0,0.49,0,11
0,tcp,12/1/2018 11:06,141.105.71.81,Hacker 111,172.31.64.24,Smart Phone 129,2944000000,2944.00 MB,normal,,2000000,http,SF,237,1505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
5,tcp,12/1/2018 11:06,141.105.71.81,Hacker 111,172.31.65.37,Smart Phone 129,2944000000,2944.00 MB,guess_passwd,,2000000,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,248,0.97,0.02,0,0,0,0,0,0,18
1,tcp,12/1/2018 11:06,141.105.71.81,Hacker 111,172.31.69.24,Smart Phone 129,Infinity,Infinity,mailbomb,,Infinity,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.25,0,0.75,0.5,0,255,28,0.11,0.16,0,0,0,0,0.87,0,13
0,tcp,12/1/2018 11:06,141.105.71.81,Hacker 111,172.31.64.57,Smart Phone 129,2944000000,2944.00 MB,mscan,,2000000,telnet,RSTO,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0.5,0.5,1,0,0.5,110,77,0.34,0.05,0.01,0.03,0,0,0.88,0.65,12
0,tcp,12/1/2018 11:06,141.105.71.81,Hacker 111,172.31.67.6,Smart Phone 148,2944000000,2944.00 MB,normal,,2000000,http,SF,308,1731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,29,255,1,0,0.07,0.01,0,0,0,0,21
282,tcp,12/1/2018 11:06,141.105.71.81,Hacker 111,172.31.67.37,Smart Phone 148,2944000000,2944.00 MB,warezmaster,,2000000,ftp,SF,162,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0.33,0.67,0,255,1,0,0.04,0,0,0,0,0.04,0,11
5,tcp,12/1/2018 10:54,144.198.191.17,Hacker 112,172.31.65.121,DHCP Server,517470.5101,517.47 KB,guess_passwd,High,1176.069341,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,152,134,0.88,0.02,0.01,0.01,0,0,0.07,0,9
0,tcp,12/1/2018 11:00,144.198.191.17,Hacker 112,172.31.65.121,DHCP Server,2684236.213,2.68 MB,normal,,6100.536847,http,SF,212,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,21
